,id,listing_url,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,availability_30,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,BezirkeNbr,Zip
1567,5932302,https://www.airbnb.com/rooms/5932302,Brigittenau,48.23319,16.38823,Entire home/apt,4,1.0,1.0,60.0,0,2,90.0,f,strict_14_with_grace_period,0.05,20.,1200 Wien
1569,5939323,https://www.airbnb.com/rooms/5939323,Alsergrund,48.22359,16.36242,Shared room,2,1.0,1.0,100.0,0,1,100.0,f,flexible,0.02,9.,1090 Wien
1570,5940461,https://www.airbnb.com/rooms/5940461,Landstraße,48.2114,16.39278,Entire home/apt,5,2.0,2.0,120.0,0,21,92.0,f,flexible,0.37,3.,1030 Wien
1571,5943063,https://www.airbnb.com/rooms/5943063,Leopoldstadt,48.22063,16.3963,Entire home/apt,4,1.0,2.0,45.0,2,44,80.0,t,moderate,0.8,2.,1020 Wien
1572,5950336,https://www.airbnb.com/rooms/5950336,Leopoldstadt,48.2178,16.3784,Entire home/apt,4,1.0,4.0,72.0,15,301,83.0,t,flexible,5.41,2.,1020 Wien
1573,5961269,https://www.airbnb.com/rooms/5961269,Hernals,48.2138,16.32809,Entire home/apt,3,1.0,1.0,44.0,0,1,80.0,f,flexible,0.02,17.,1170 Wien
1574,5963178,https://www.airbnb.com/rooms/5963178,Neubau,48.20601,16.34308,Entire home/apt,4,1.0,1.0,86.0,0,37,98.0,f,strict_14_with_grace_period,0.68,7.,1070 Wien
1575,5966287,https://www.airbnb.com/rooms/5966287,Favoriten,48.1695,16.3646,Entire home/apt,3,1.0,1.0,25.0,0,2,100.0,t,moderate,1.13,10.,1100 Wien
1576,5966371,https://www.airbnb.com/rooms/5966371,Josefstadt,48.20832,16.34787,Entire home/apt,2,1.0,2.0,55.0,9,13,94.0,f,flexible,0.24,8.,1080 Wien
1577,5977724,https://www.airbnb.com/rooms/5977724,Favoriten,48.18365,16.38041,Private room,2,1.0,1.0,48.0,4,11,98.0,f,moderate,0.35,10.,1100 Wien
1578,5983861,https://www.airbnb.com/rooms/5983861,Margareten,48.190459999999995,16.358420000000002,Entire home/apt,3,2.0,2.0,221.0,12,3,93.0,f,moderate,0.06,5.,1050 Wien
1579,5985881,https://www.airbnb.com/rooms/5985881,Hernals,48.22266,16.33646,Entire home/apt,2,1.0,2.0,27.0,4,62,95.0,t,moderate,1.13,17.,1170 Wien
1580,5988422,https://www.airbnb.com/rooms/5988422,Rudolfsheim-Fünfhaus,48.19996,16.33419,Entire home/apt,4,1.0,4.0,58.0,12,10,100.0,t,moderate,0.18,15.,1150 Wien
1583,5994899,https://www.airbnb.com/rooms/5994899,Ottakring,48.21168,16.32667,Entire home/apt,4,1.0,2.0,100.0,0,1,100.0,f,flexible,0.02,16.,1160 Wien
1585,6001857,https://www.airbnb.com/rooms/6001857,Rudolfsheim-Fünfhaus,48.1993,16.32713,Entire home/apt,3,1.0,2.0,68.0,0,15,96.0,f,moderate,0.27,15.,1150 Wien
1587,6009055,https://www.airbnb.com/rooms/6009055,Rudolfsheim-Fünfhaus,48.19368,16.335810000000002,Entire home/apt,2,1.0,1.0,43.0,0,23,96.0,f,moderate,0.42,15.,1150 Wien
1588,6014343,https://www.airbnb.com/rooms/6014343,Währing,48.22764,16.3482,Private room,2,1.0,1.0,20.0,0,5,84.0,f,moderate,0.12,18.,1180 Wien
1591,6024631,https://www.airbnb.com/rooms/6024631,Landstraße,48.20335,16.38114,Entire home/apt,4,1.0,2.0,149.0,9,46,93.0,t,strict_14_with_grace_period,0.85,3.,1030 Wien
1592,6025753,https://www.airbnb.com/rooms/6025753,Landstraße,48.19594,16.40302,Entire home/apt,2,1.0,1.0,45.0,8,94,97.0,f,moderate,1.8,3.,1030 Wien
1595,6030701,https://www.airbnb.com/rooms/6030701,Währing,48.22189,16.33748,Entire home/apt,3,1.0,1.0,60.0,5,114,96.0,f,strict_14_with_grace_period,2.05,18.,1180 Wien
1601,6052321,https://www.airbnb.com/rooms/6052321,Rudolfsheim-Fünfhaus,48.19465,16.33507,Entire home/apt,10,3.0,8.0,69.0,16,246,90.0,t,moderate,4.52,15.,1150 Wien
1602,6059462,https://www.airbnb.com/rooms/6059462,Brigittenau,48.22874,16.37196,Private room,2,1.0,1.0,35.0,0,1,80.0,f,strict_14_with_grace_period,0.02,20.,1200 Wien
1603,6062926,https://www.airbnb.com/rooms/6062926,Neubau,48.19858,16.34226,Private room,2,1.0,1.0,40.0,0,370,99.0,t,flexible,6.67,7.,1070 Wien
1604,6063291,https://www.airbnb.com/rooms/6063291,Leopoldstadt,48.22077,16.37269,Entire home/apt,4,1.0,2.0,75.0,0,63,96.0,f,moderate,1.16,2.,1020 Wien
1605,6065050,https://www.airbnb.com/rooms/6065050,Leopoldstadt,48.21947,16.37518,Entire home/apt,3,2.0,2.0,70.0,13,12,93.0,f,strict_14_with_grace_period,0.22,2.,1020 Wien
1607,6069553,https://www.airbnb.com/rooms/6069553,Donaustadt,48.24005,16.42844,Private room,2,1.0,1.0,59.0,16,74,99.0,f,flexible,1.34,22.,1220 Wien
1609,6076016,https://www.airbnb.com/rooms/6076016,Margareten,48.19303,16.35755,Entire home/apt,4,2.0,2.0,53.0,5,194,95.0,f,strict_14_with_grace_period,3.53,5.,1050 Wien
1610,6076047,https://www.airbnb.com/rooms/6076047,Leopoldstadt,48.220079999999996,16.41077,Entire home/apt,6,3.0,6.0,145.0,0,33,99.0,f,strict_14_with_grace_period,0.62,2.,1020 Wien
1612,6082758,https://www.airbnb.com/rooms/6082758,Donaustadt,48.227740000000004,16.45374,Entire home/apt,4,1.0,2.0,75.0,5,117,99.0,t,moderate,2.13,22.,1220 Wien
1614,6089254,https://www.airbnb.com/rooms/6089254,Währing,48.227270000000004,16.33638,Entire home/apt,2,1.0,2.0,55.0,9,163,98.0,t,strict_14_with_grace_period,2.94,18.,1180 Wien
1615,6089984,https://www.airbnb.com/rooms/6089984,Hietzing,48.19138,16.27313,Entire home/apt,2,1.0,1.0,49.0,12,60,99.0,f,moderate,1.1,13.,1130 Wien
1616,6091550,https://www.airbnb.com/rooms/6091550,Döbling,48.24467,16.35418,Entire home/apt,6,3.0,3.0,59.0,12,141,95.0,f,strict_14_with_grace_period,2.61,19.,1190 Wien
1618,6110348,https://www.airbnb.com/rooms/6110348,Leopoldstadt,48.2166,16.376079999999998,Entire home/apt,4,1.0,3.0,48.0,0,5,80.0,f,strict_14_with_grace_period,0.09,2.,1020 Wien
1619,6111953,https://www.airbnb.com/rooms/6111953,Leopoldstadt,48.2268,16.395410000000002,Entire home/apt,2,1.0,1.0,52.0,0,15,91.0,f,moderate,0.28,2.,1020 Wien
1620,6117774,https://www.airbnb.com/rooms/6117774,Rudolfsheim-Fünfhaus,48.189370000000004,16.3364,Private room,1,1.0,1.0,28.0,11,282,92.0,t,moderate,5.09,15.,1150 Wien
1621,6129950,https://www.airbnb.com/rooms/6129950,Alsergrund,48.220909999999996,16.362379999999998,Entire home/apt,2,1.0,1.0,95.0,16,16,98.0,f,strict_14_with_grace_period,0.32,9.,1090 Wien
1623,6132880,https://www.airbnb.com/rooms/6132880,Favoriten,48.17794,16.3726,Entire home/apt,4,1.0,2.0,42.0,0,40,82.0,f,moderate,0.74,10.,1100 Wien
1624,6137602,https://www.airbnb.com/rooms/6137602,Leopoldstadt,48.21864,16.40038,Private room,4,1.0,2.0,75.0,0,26,95.0,f,strict_14_with_grace_period,0.48,2.,1020 Wien
1625,6137773,https://www.airbnb.com/rooms/6137773,Rudolfsheim-Fünfhaus,48.19032,16.3262,Entire home/apt,4,2.0,2.0,68.0,0,6,97.0,f,moderate,0.11,15.,1150 Wien
1626,6138520,https://www.airbnb.com/rooms/6138520,Ottakring,48.205040000000004,16.33328,Entire home/apt,4,1.0,1.0,50.0,0,2,100.0,f,moderate,0.04,16.,1160 Wien
1628,6141537,https://www.airbnb.com/rooms/6141537,Wieden,48.1893,16.37402,Entire home/apt,2,1.0,1.0,100.0,0,2,90.0,f,flexible,0.05,4.,1040 Wien
1629,6142241,https://www.airbnb.com/rooms/6142241,Neubau,48.20154,16.33846,Entire home/apt,4,2.0,2.0,98.0,0,1,100.0,f,flexible,0.02,7.,1070 Wien
1630,6142704,https://www.airbnb.com/rooms/6142704,Alsergrund,48.21672,16.350820000000002,Entire home/apt,3,1.0,1.0,100.0,0,8,98.0,f,strict_14_with_grace_period,0.16,9.,1090 Wien
1632,6152691,https://www.airbnb.com/rooms/6152691,Alsergrund,48.21515,16.356920000000002,Private room,4,1.0,3.0,50.0,0,3,100.0,f,strict_14_with_grace_period,0.06,9.,1090 Wien
1633,6154818,https://www.airbnb.com/rooms/6154818,Hernals,48.22285,16.31896,Entire home/apt,4,2.0,2.0,46.0,0,81,96.0,f,moderate,1.46,17.,1170 Wien
1634,6159529,https://www.airbnb.com/rooms/6159529,Innere Stadt,48.20241,16.37353,Entire home/apt,4,1.0,4.0,125.0,8,61,99.0,t,strict_14_with_grace_period,1.13,1.,1010 Wien
1635,6163350,https://www.airbnb.com/rooms/6163350,Währing,48.224940000000004,16.34465,Entire home/apt,3,1.0,2.0,59.0,11,64,97.0,t,strict_14_with_grace_period,1.27,18.,1180 Wien
1636,6164342,https://www.airbnb.com/rooms/6164342,Leopoldstadt,48.23232,16.39536,Private room,2,1.0,1.0,29.0,0,18,98.0,t,moderate,0.32,2.,1020 Wien
1637,6165407,https://www.airbnb.com/rooms/6165407,Rudolfsheim-Fünfhaus,48.19059,16.32688,Private room,2,1.0,1.0,25.0,0,4,100.0,t,flexible,0.1,15.,1150 Wien
1638,6166303,https://www.airbnb.com/rooms/6166303,Neubau,48.20199,16.34895,Entire home/apt,4,1.0,2.0,95.0,0,24,100.0,f,moderate,0.51,7.,1070 Wien
1639,6166348,https://www.airbnb.com/rooms/6166348,Wieden,48.197179999999996,16.36551,Private room,2,1.0,2.0,69.0,2,69,99.0,t,strict_14_with_grace_period,1.26,4.,1040 Wien
1640,6178606,https://www.airbnb.com/rooms/6178606,Leopoldstadt,48.22201,16.403389999999998,Private room,2,1.0,2.0,54.0,12,220,98.0,t,moderate,3.97,2.,1020 Wien
1642,6180304,https://www.airbnb.com/rooms/6180304,Alsergrund,48.2277,16.357979999999998,Private room,2,1.0,1.0,40.0,0,1,100.0,f,flexible,0.02,9.,1090 Wien
1643,6181616,https://www.airbnb.com/rooms/6181616,Landstraße,48.20811,16.39066,Private room,4,1.0,2.0,39.0,17,81,93.0,f,strict_14_with_grace_period,1.48,3.,1030 Wien
1644,6182042,https://www.airbnb.com/rooms/6182042,Rudolfsheim-Fünfhaus,48.191959999999995,16.33684,Entire home/apt,4,1.0,2.0,42.0,14,148,95.0,t,strict_14_with_grace_period,2.75,15.,1150 Wien
1645,6182261,https://www.airbnb.com/rooms/6182261,Rudolfsheim-Fünfhaus,48.19086,16.33531,Entire home/apt,4,1.0,2.0,36.0,12,206,93.0,t,strict_14_with_grace_period,3.83,15.,1150 Wien
1648,6193420,https://www.airbnb.com/rooms/6193420,Hernals,48.21948,16.3251,Entire home/apt,4,1.0,4.0,75.0,3,31,99.0,f,flexible,0.56,17.,1170 Wien
1649,6197162,https://www.airbnb.com/rooms/6197162,Ottakring,48.212559999999996,16.33526,Entire home/apt,2,1.0,2.0,60.0,0,2,100.0,t,flexible,0.04,16.,1160 Wien
1650,6198368,https://www.airbnb.com/rooms/6198368,Währing,48.22456,16.345979999999997,Entire home/apt,4,1.0,2.0,65.0,14,83,98.0,f,moderate,1.75,18.,1180 Wien
1652,6203952,https://www.airbnb.com/rooms/6203952,Donaustadt,48.218540000000004,16.44912,Private room,2,1.0,1.0,35.0,0,1,100.0,f,flexible,0.02,22.,1220 Wien
1653,6207665,https://www.airbnb.com/rooms/6207665,Landstraße,48.21009,16.39001,Entire home/apt,7,2.0,5.0,164.0,20,32,98.0,t,strict_14_with_grace_period,0.61,3.,1030 Wien
1654,6210938,https://www.airbnb.com/rooms/6210938,Josefstadt,48.213770000000004,16.35033,Private room,1,1.0,1.0,40.0,0,1,100.0,f,flexible,0.02,8.,1080 Wien
1656,6225909,https://www.airbnb.com/rooms/6225909,Neubau,48.19833,16.34029,Entire home/apt,4,1.0,1.0,80.0,20,4,85.0,f,moderate,0.07,7.,1070 Wien
1658,6232372,https://www.airbnb.com/rooms/6232372,Neubau,48.20236,16.35388,Entire home/apt,2,1.0,2.0,76.0,0,13,97.0,f,flexible,0.25,7.,1070 Wien
1662,6237922,https://www.airbnb.com/rooms/6237922,Mariahilf,48.192170000000004,16.34403,Private room,2,1.0,1.0,34.0,15,107,94.0,f,strict_14_with_grace_period,2.02,6.,1060 Wien
1663,6241476,https://www.airbnb.com/rooms/6241476,Innere Stadt,48.21353,16.37417,Entire home/apt,4,1.0,2.0,159.0,7,1,100.0,t,moderate,0.02,1.,1010 Wien
1665,6243203,https://www.airbnb.com/rooms/6243203,Floridsdorf,48.26358,16.42889,Private room,2,1.0,2.0,33.0,0,91,92.0,f,flexible,1.68,21.,1210 Wien
1666,6244421,https://www.airbnb.com/rooms/6244421,Mariahilf,48.18914,16.34382,Entire home/apt,3,1.0,3.0,45.0,0,75,99.0,f,strict_14_with_grace_period,1.38,6.,1060 Wien
1668,6245264,https://www.airbnb.com/rooms/6245264,Wieden,48.1867,16.36725,Entire home/apt,3,1.0,1.0,60.0,0,28,97.0,f,moderate,0.51,4.,1040 Wien
1669,6248880,https://www.airbnb.com/rooms/6248880,Rudolfsheim-Fünfhaus,48.19851,16.32947,Entire home/apt,4,2.0,2.0,120.0,0,14,97.0,t,moderate,0.32,15.,1150 Wien
1672,6263845,https://www.airbnb.com/rooms/6263845,Brigittenau,48.23033,16.37421,Entire home/apt,2,1.0,2.0,80.0,0,61,99.0,t,moderate,1.12,20.,1200 Wien
1673,6266472,https://www.airbnb.com/rooms/6266472,Leopoldstadt,48.21723,16.37365,Private room,2,1.0,1.0,50.0,0,2,90.0,f,flexible,0.1,2.,1020 Wien
1674,6270439,https://www.airbnb.com/rooms/6270439,Landstraße,48.19587,16.400470000000002,Entire home/apt,2,1.0,1.0,29.0,4,90,95.0,t,strict_14_with_grace_period,1.65,3.,1030 Wien
1676,6275659,https://www.airbnb.com/rooms/6275659,Rudolfsheim-Fünfhaus,48.19338,16.33438,Entire home/apt,6,1.0,3.0,79.0,7,270,99.0,f,strict_14_with_grace_period,4.92,15.,1150 Wien
1677,6280973,https://www.airbnb.com/rooms/6280973,Leopoldstadt,48.21993,16.3972,Entire home/apt,3,1.0,1.0,50.0,4,48,97.0,t,strict_14_with_grace_period,1.29,2.,1020 Wien
1678,6281548,https://www.airbnb.com/rooms/6281548,Mariahilf,48.19393,16.34688,Entire home/apt,4,2.0,2.0,75.0,4,290,98.0,t,strict_14_with_grace_period,5.28,6.,1060 Wien
1679,6285852,https://www.airbnb.com/rooms/6285852,Rudolfsheim-Fünfhaus,48.19446,16.33762,Entire home/apt,6,1.0,2.0,79.0,3,14,99.0,f,strict_14_with_grace_period,0.28,15.,1150 Wien
1680,6286448,https://www.airbnb.com/rooms/6286448,Leopoldstadt,48.21627,16.377670000000002,Private room,2,1.0,1.0,35.0,0,21,100.0,f,moderate,0.42,2.,1020 Wien
1681,6293327,https://www.airbnb.com/rooms/6293327,Mariahilf,48.19315,16.34347,Entire home/apt,4,1.0,1.0,75.0,3,25,94.0,f,moderate,0.63,6.,1060 Wien
1682,6294002,https://www.airbnb.com/rooms/6294002,Innere Stadt,48.21578,16.36609,Entire home/apt,3,1.0,1.0,99.0,11,250,97.0,t,strict_14_with_grace_period,4.6,1.,1010 Wien
1683,6295609,https://www.airbnb.com/rooms/6295609,Neubau,48.200179999999996,16.34674,Entire home/apt,2,1.0,1.0,75.0,0,6,100.0,f,moderate,0.2,7.,1070 Wien
1684,6299207,https://www.airbnb.com/rooms/6299207,Penzing,48.19769,16.29899,Entire home/apt,3,1.0,1.0,43.0,0,5,100.0,f,moderate,0.13,14.,1140 Wien
1685,6299386,https://www.airbnb.com/rooms/6299386,Leopoldstadt,48.21638,16.384220000000003,Entire home/apt,2,1.0,2.0,55.0,15,358,92.0,t,strict_14_with_grace_period,6.49,2.,1020 Wien
1686,6310555,https://www.airbnb.com/rooms/6310555,Penzing,48.20968,16.22366,Entire home/apt,3,1.0,1.0,55.0,0,10,92.0,f,strict_14_with_grace_period,0.19,14.,1140 Wien
1688,6314057,https://www.airbnb.com/rooms/6314057,Penzing,48.1981,16.31409,Private room,2,1.0,1.0,35.0,9,4,100.0,f,moderate,0.07,14.,1140 Wien
1689,6314701,https://www.airbnb.com/rooms/6314701,Margareten,48.1858,16.34659,Private room,2,1.0,1.0,30.0,0,5,80.0,f,flexible,0.09,5.,1050 Wien
1693,6322665,https://www.airbnb.com/rooms/6322665,Leopoldstadt,48.22098,16.37296,Entire home/apt,4,2.0,2.0,85.0,4,334,88.0,t,moderate,6.08,2.,1020 Wien
1694,6323358,https://www.airbnb.com/rooms/6323358,Brigittenau,48.23093,16.37089,Entire home/apt,6,2.0,4.0,70.0,0,6,93.0,t,flexible,0.13,20.,1200 Wien
1695,6329157,https://www.airbnb.com/rooms/6329157,Josefstadt,48.210679999999996,16.34388,Private room,2,1.0,1.0,35.0,0,2,100.0,f,flexible,0.04,8.,1080 Wien
1701,6335666,https://www.airbnb.com/rooms/6335666,Meidling,48.17792,16.33616,Entire home/apt,2,1.0,1.0,25.0,0,4,95.0,f,moderate,0.07,12.,1120 Wien
1704,6341294,https://www.airbnb.com/rooms/6341294,Hernals,48.21601,16.33636,Private room,2,1.0,2.0,20.0,0,18,100.0,f,flexible,0.34,17.,1170 Wien
1705,6342775,https://www.airbnb.com/rooms/6342775,Landstraße,48.2083,16.3907,Private room,4,1.0,3.0,35.0,17,259,95.0,f,strict_14_with_grace_period,4.72,3.,1030 Wien
1709,6353506,https://www.airbnb.com/rooms/6353506,Neubau,48.201809999999995,16.35246,Entire home/apt,3,1.0,1.0,69.0,9,224,98.0,f,moderate,4.15,7.,1070 Wien
1714,6360051,https://www.airbnb.com/rooms/6360051,Ottakring,48.20884,16.33653,Entire home/apt,2,2.0,2.0,38.0,0,37,93.0,f,moderate,0.69,16.,1160 Wien
1716,6361213,https://www.airbnb.com/rooms/6361213,Mariahilf,48.20067,16.36202,Entire home/apt,2,1.0,1.0,70.0,4,57,92.0,t,moderate,1.04,6.,1060 Wien
1719,6366924,https://www.airbnb.com/rooms/6366924,Ottakring,48.20753,16.32987,Entire home/apt,3,2.0,2.0,50.0,4,60,98.0,f,moderate,1.1,16.,1160 Wien
1720,6367089,https://www.airbnb.com/rooms/6367089,Mariahilf,48.19905,16.35455,Entire home/apt,4,2.0,2.0,87.0,2,99,98.0,f,flexible,1.82,6.,1060 Wien
1721,6367745,https://www.airbnb.com/rooms/6367745,Alsergrund,48.226659999999995,16.365660000000002,Private room,1,1.0,1.0,35.0,0,5,96.0,f,moderate,0.09,9.,1090 Wien
1725,6372814,https://www.airbnb.com/rooms/6372814,Landstraße,48.19603,16.40814,Entire home/apt,2,1.0,2.0,49.0,7,183,93.0,t,moderate,3.35,3.,1030 Wien
1728,6373655,https://www.airbnb.com/rooms/6373655,Mariahilf,48.1948,16.34858,Entire home/apt,3,1.0,3.0,35.0,0,18,93.0,f,moderate,0.33,6.,1060 Wien
1730,6375247,https://www.airbnb.com/rooms/6375247,Rudolfsheim-Fünfhaus,48.19992,16.32712,Private room,3,1.0,1.0,29.0,0,13,80.0,f,flexible,0.24,15.,1150 Wien
1732,6388305,https://www.airbnb.com/rooms/6388305,Penzing,48.189170000000004,16.309479999999997,Entire home/apt,6,1.0,4.0,79.0,6,42,87.0,t,strict_14_with_grace_period,0.77,14.,1140 Wien
1733,6388872,https://www.airbnb.com/rooms/6388872,Penzing,48.18805,16.30845,Entire home/apt,6,1.0,3.0,79.0,12,35,93.0,f,moderate,0.65,14.,1140 Wien
1735,6395998,https://www.airbnb.com/rooms/6395998,Innere Stadt,48.20632,16.37745,Entire home/apt,6,3.0,5.0,250.0,0,1,100.0,t,strict_14_with_grace_period,0.02,1.,1010 Wien
1737,6401335,https://www.airbnb.com/rooms/6401335,Neubau,48.20005,16.351470000000003,Entire home/apt,2,1.0,1.0,45.0,0,5,100.0,f,strict_14_with_grace_period,0.09,7.,1070 Wien
1738,6402002,https://www.airbnb.com/rooms/6402002,Simmering,48.175329999999995,16.41548,Private room,1,1.0,1.0,24.0,0,35,98.0,t,flexible,1.33,11.,1110 Wien
1739,6407411,https://www.airbnb.com/rooms/6407411,Landstraße,48.2026,16.38741,Entire home/apt,4,1.0,2.0,85.0,1,126,97.0,f,strict_14_with_grace_period,2.38,3.,1030 Wien
1740,6408295,https://www.airbnb.com/rooms/6408295,Landstraße,48.19345,16.38563,Entire home/apt,2,1.0,1.0,68.0,0,324,97.0,t,strict_14_with_grace_period,6.0,3.,1030 Wien
1741,6415507,https://www.airbnb.com/rooms/6415507,Margareten,48.18723,16.3472,Private room,2,1.0,1.0,38.0,0,1,100.0,f,flexible,0.02,5.,1050 Wien
1742,6417342,https://www.airbnb.com/rooms/6417342,Neubau,48.19832,16.344479999999997,Entire home/apt,6,2.0,6.0,120.0,15,106,97.0,f,strict_14_with_grace_period,1.94,7.,1070 Wien
1744,6419439,https://www.airbnb.com/rooms/6419439,Ottakring,48.2107,16.333479999999998,Entire home/apt,3,1.0,3.0,45.0,0,6,100.0,f,flexible,0.11,16.,1160 Wien
1745,6423957,https://www.airbnb.com/rooms/6423957,Neubau,48.201570000000004,16.34966,Private room,1,1.0,1.0,25.0,0,1,100.0,f,flexible,0.02,7.,1070 Wien
1748,6429334,https://www.airbnb.com/rooms/6429334,Favoriten,48.175090000000004,16.373070000000002,Private room,4,1.0,2.0,20.0,0,8,100.0,f,moderate,0.15,10.,1100 Wien
1750,6431492,https://www.airbnb.com/rooms/6431492,Margareten,48.19447,16.3589,Entire home/apt,4,1.0,1.0,57.0,0,3,100.0,f,flexible,0.05,5.,1050 Wien
1752,6434330,https://www.airbnb.com/rooms/6434330,Rudolfsheim-Fünfhaus,48.19044,16.32584,Entire home/apt,2,1.0,1.0,69.0,11,114,95.0,f,moderate,2.08,15.,1150 Wien
1754,6434494,https://www.airbnb.com/rooms/6434494,Rudolfsheim-Fünfhaus,48.19083,16.32517,Entire home/apt,5,2.0,3.0,20.0,0,14,99.0,f,flexible,0.26,15.,1150 Wien
1756,6439432,https://www.airbnb.com/rooms/6439432,Leopoldstadt,48.22583,16.396929999999998,Entire home/apt,2,1.0,1.0,79.0,0,2,100.0,f,strict_14_with_grace_period,0.05,2.,1020 Wien
1758,6444019,https://www.airbnb.com/rooms/6444019,Alsergrund,48.22152,16.366329999999998,Private room,2,1.0,1.0,40.0,0,5,92.0,f,flexible,0.09,9.,1090 Wien
1759,6447073,https://www.airbnb.com/rooms/6447073,Penzing,48.20127,16.312260000000002,Private room,2,1.0,1.0,30.0,0,3,87.0,f,flexible,0.05,14.,1140 Wien
1760,6448365,https://www.airbnb.com/rooms/6448365,Alsergrund,48.226420000000005,16.35793,Entire home/apt,4,2.0,2.0,115.0,0,4,100.0,f,moderate,0.24,9.,1090 Wien
1761,6448517,https://www.airbnb.com/rooms/6448517,Landstraße,48.18503,16.39286,Private room,2,1.0,1.0,26.0,0,14,98.0,f,moderate,0.26,3.,1030 Wien
1762,6449071,https://www.airbnb.com/rooms/6449071,Wieden,48.18936,16.36823,Entire home/apt,2,1.0,1.0,48.0,0,4,100.0,f,moderate,0.07,4.,1040 Wien
1764,6449465,https://www.airbnb.com/rooms/6449465,Rudolfsheim-Fünfhaus,48.18701,16.3232,Private room,2,1.0,1.0,29.0,0,176,96.0,t,strict_14_with_grace_period,3.25,15.,1150 Wien
1765,6449725,https://www.airbnb.com/rooms/6449725,Penzing,48.19745,16.274520000000003,Entire home/apt,6,3.0,6.0,85.0,0,48,97.0,t,strict_14_with_grace_period,1.02,14.,1140 Wien
1766,6454033,https://www.airbnb.com/rooms/6454033,Margareten,48.18626,16.35953,Entire home/apt,2,1.0,1.0,54.0,8,96,99.0,f,moderate,1.76,5.,1050 Wien
1767,6454444,https://www.airbnb.com/rooms/6454444,Mariahilf,48.18858,16.34074,Entire home/apt,2,1.0,2.0,35.0,19,128,93.0,f,strict_14_with_grace_period,2.37,6.,1060 Wien
1772,6470651,https://www.airbnb.com/rooms/6470651,Donaustadt,48.22445,16.499489999999998,Private room,1,1.0,1.0,25.0,0,13,92.0,f,strict_14_with_grace_period,0.25,22.,1220 Wien
1773,6470780,https://www.airbnb.com/rooms/6470780,Landstraße,48.20349,16.38281,Entire home/apt,4,1.0,2.0,125.0,6,28,98.0,t,strict_14_with_grace_period,0.51,3.,1030 Wien
1775,6473287,https://www.airbnb.com/rooms/6473287,Landstraße,48.20196,16.38298,Entire home/apt,4,1.0,2.0,119.0,13,50,95.0,t,strict_14_with_grace_period,0.94,3.,1030 Wien
1777,6483717,https://www.airbnb.com/rooms/6483717,Alsergrund,48.21627,16.34638,Entire home/apt,2,1.0,1.0,49.0,1,75,97.0,f,moderate,1.4,9.,1090 Wien
1779,6485927,https://www.airbnb.com/rooms/6485927,Alsergrund,48.21925,16.35823,Private room,2,1.0,1.0,35.0,0,5,85.0,f,flexible,0.09,9.,1090 Wien
1781,6489540,https://www.airbnb.com/rooms/6489540,Margareten,48.18419,16.367520000000003,Private room,3,1.0,2.0,25.0,0,4,95.0,f,flexible,0.08,5.,1050 Wien
1782,6492596,https://www.airbnb.com/rooms/6492596,Simmering,48.17165,16.43787,Entire home/apt,4,1.0,4.0,45.0,10,26,94.0,f,moderate,0.5,11.,1110 Wien
1783,6502576,https://www.airbnb.com/rooms/6502576,Alsergrund,48.215759999999996,16.344820000000002,Entire home/apt,2,1.0,1.0,48.0,1,87,93.0,f,moderate,1.62,9.,1090 Wien
1784,6502748,https://www.airbnb.com/rooms/6502748,Rudolfsheim-Fünfhaus,48.19093,16.32745,Entire home/apt,4,2.0,2.0,69.0,11,48,96.0,f,moderate,0.89,15.,1150 Wien
1785,6511900,https://www.airbnb.com/rooms/6511900,Floridsdorf,48.27489,16.40608,Entire home/apt,5,2.0,4.0,49.0,21,5,95.0,t,moderate,0.1,21.,1210 Wien
1789,6535372,https://www.airbnb.com/rooms/6535372,Innere Stadt,48.21184,16.378989999999998,Entire home/apt,6,2.0,6.0,99.0,7,58,91.0,t,moderate,1.09,1.,1010 Wien
1791,6540993,https://www.airbnb.com/rooms/6540993,Alsergrund,48.21918,16.35314,Entire home/apt,4,2.0,4.0,80.0,21,1,100.0,f,strict_14_with_grace_period,0.02,9.,1090 Wien
1792,6550438,https://www.airbnb.com/rooms/6550438,Josefstadt,48.21246,16.34724,Entire home/apt,4,2.0,3.0,59.0,4,75,90.0,t,strict_14_with_grace_period,1.39,8.,1080 Wien
1793,6550741,https://www.airbnb.com/rooms/6550741,Ottakring,48.210370000000005,16.33219,Private room,2,1.0,1.0,27.0,0,8,98.0,f,moderate,0.19,16.,1160 Wien
1794,6551186,https://www.airbnb.com/rooms/6551186,Währing,48.23263,16.323079999999997,Entire home/apt,2,1.0,2.0,40.0,0,1,100.0,f,flexible,0.02,18.,1180 Wien
1796,6557835,https://www.airbnb.com/rooms/6557835,Alsergrund,48.22724,16.354570000000002,Entire home/apt,3,1.0,2.0,45.0,0,2,90.0,f,strict_14_with_grace_period,0.04,9.,1090 Wien
1797,6558804,https://www.airbnb.com/rooms/6558804,Döbling,48.23917,16.33856,Entire home/apt,2,1.0,1.0,49.0,0,13,91.0,f,strict_14_with_grace_period,0.27,19.,1190 Wien
1798,6563340,https://www.airbnb.com/rooms/6563340,Hernals,48.22048,16.3278,Private room,2,1.0,1.0,29.0,0,2,100.0,f,flexible,0.04,17.,1170 Wien
